Author,Source,Inhibitor,Name,ratetot,ratetot source,ratefall,ratepreplantspring,rateatplantoremerg,ratesidedresspostemerg,ratesplit2,ratesplit3,apptime,split,dateN,datesplit,datesplit2,fallorspring,place,place2,slope,dateplant,dateharvest,state,country,county,LRR,MLRA,lat,lon,rot,till,MAP worldclim (mm),MAT,sseries,sclass,sorder,stext,stextgrp,sand,clay,pH,pHmeth,SOM,SOC,bulkdensity,WFPS,tempmax,tempmin,precipann,preciprep,precipest,irrig,irrigapp,drainage,n2o-days,n2o,n2o source,n2o-n,n2o-sd,n2o-sd source,n2o-se,n2o-se source,n2o-per,n2o-yldsc,n2o-yldsc source,n2o-yldsc-se,n2o-yldsc-se  source,yld,yield source,yld-n,yld-sd,yld-sd source,yld-se,yld-se source,NUE,plotsize-m2,leach,leach source,leach-n,leach-sd,leach-sd source,leach-se,leach-se source,leach-yldsc,leach-yldsc-se,reps,,,,,,,,,,
Argoti 13,urea,none,urea,168,paper,0,0,84,84,0,0,at planting/sidedress,split,5/12/10,6/18/10,1/1/11,spring,surface band,surface band,none,5/2/10,8/30/10,Kansas,USA,Riley,H,74,39.19,-96.59,CC,tilled,882,11.9,Kennebec Silt Loam,"fine-silty, mixed, superactive, mesic Cumulic Hapludolls",Mollisol,silt loam,fine,12,20,7.2,water,3,1.74,1.3,70,40,1.5,928,551,775,rainfed,0,,120,7.6,author,4,1.83,calc/raw data,0.91,calc/raw data,season,2472.9,.,.,.,3.637,author,4,1.82,calc/raw data,0.91,calc/raw data,.,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Argoti 13,urea,PCF,ESN,168,paper,0,0,168,0,0,0,at planting,single,5/12/10,1/1/11,1/1/11,spring,broadcast,none,none,5/2/10,8/30/10,Kansas,USA,Riley,H,74,39.19,-96.59,CC,tilled,882,11.9,Kennebec Silt Loam,"fine-silty, mixed, superactive, mesic Cumulic Hapludolls",Mollisol,silt loam,fine,12,20,7.2,water,3,1.74,1.3,70,40,1.5,928,551,775,rainfed,0,,120,4,author,4,2.4,calc/raw data,1.2,calc/raw data,season,1124.7,.,.,.,4.209,author,4,2.4,calc/raw data,1.2,calc/raw data,.,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Argoti 13,urea,none,urea,168,paper,0,0,168,0,0,0,at planting,single,5/12/10,1/1/11,1/1/11,spring,surface band,none,none,5/2/10,8/30/10,Kansas,USA,Riley,H,74,39.19,-96.59,CC,no-till,882,11.9,Kennebec Silt Loam,"fine-silty, mixed, superactive, mesic Cumulic Hapludolls",Mollisol,silt loam,fine,12,20,6.9,water,3,1.74,1.3,70,40,1.5,928,551,775,rainfed,0,,120,5.8,author,4,0.61,calc/raw data,0.31,calc/raw data,season,1556.8,.,.,.,4.409,author,4,0.62,calc/raw data,0.31,calc/raw data,.,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Argoti 13,urea,none,urea,168,paper,0,0,84,84,0,0,at planting/sidedress,split,5/12/10,6/18/10,1/1/11,spring,surface band,surface band,none,5/2/10,8/30/10,Kansas,USA,Riley,H,74,39.19,-96.59,CC,no-till,882,11.9,Kennebec Silt Loam,"fine-silty, mixed, superactive, mesic Cumulic Hapludolls",Mollisol,silt loam,fine,12,20,6.9,water,3,1.74,1.3,70,40,1.5,928,551,775,rainfed,0,,120,4.8,author,4,2.56,calc/raw data,1.28,calc/raw data,season,1188.1,.,.,.,4.781,author,4,2.56,calc/raw data,1.28,calc/raw data,.,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Argoti 13,urea,PCF,ESN,168,paper,0,0,168,0,0,0,at planting,single,5/12/10,1/1/11,1/1/11,spring,broadcast,none,none,5/2/10,8/30/10,Kansas,USA,Riley,H,74,39.19,-96.59,CC,no-till,882,11.9,Kennebec Silt Loam,"fine-silty, mixed, superactive, mesic Cumulic Hapludolls",Mollisol,silt loam,fine,12,20,6.9,water,3,1.74,1.3,70,40,1.5,928,551,775,rainfed,0,,120,3.4,author,4,1.47,calc/raw data,0.73,calc/raw data,season,1446.8,.,.,.,2.781,author,4,1.46,calc/raw data,0.73,calc/raw data,.,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Awale 13,urea,none,urea,224,paper,0,0,224,0,0,0,at planting,single,4/26/12,1/1/11,1/1/11,spring,broadcast,none,none,4/30/12,10/9/12,North Dakota,USA,Cass,F,56,46.89,-96.8,CS,no-till,524,5.2,Fargo silty clay & Ryan silty clay,"fine, smectitic, frigid, Typic, Epiaquerts & fine, smectitic, frigid, Typic, Natraqueerts",Vertisol,silt loam,fine,5.3,50,8.2,.,5,2.9,1.41,.,35.5,-10.5,386,156,279,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,7.33,From 15% to 15.5%,4,0.25,.,0.5,.,.,18.58,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Awale 13,urea,nitrapyrin,urea+nitrapyrin,224,paper,0,0,224,0,0,0,at planting,single,4/26/12,1/1/11,1/1/11,spring,broadcast,none,none,4/30/12,10/9/12,North Dakota,USA,Cass,F,56,46.89,-96.8,CS,no-till,524,5.2,Fargo silty clay & Ryan silty clay,"fine, smectitic, frigid, Typic, Epiaquerts & fine, smectitic, frigid, Typic, Natraqueerts",Vertisol,silt loam,fine,5.3,50,8.2,.,5,2.9,1.41,.,35.5,-10.5,386,156,279,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,7.16,From 15% to 15.5%,4,0.3,.,0.6,.,.,18.58,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,control,control,control,0,paper,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,6.02,from dry wt to 15.5%,4,.,.,.,.,99999,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,PCF,ESN,118,paper,0,0,118,0,0,0,at planting,single,4/26/05,1/1/11,1/1/11,spring,broadcast,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,10.91,from dry wt to 15.5%,4,.,.,.,.,41.44,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,PCF,ESN,174,paper,0,0,174,0,0,0,at planting,single,4/26/05,1/1/11,1/1/11,spring,broadcast,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.60,from dry wt to 15.5%,4,.,.,.,.,32.07,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,PCF,ESN,230,paper,0,0,230,0,0,0,at planting,single,4/26/05,1/1/11,1/1/11,spring,broadcast,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.79,from dry wt to 15.5%,4,.,.,.,.,25.09,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,PCF,ESN,286,paper,0,0,286,0,0,0,at planting,single,4/26/05,1/1/11,1/1/11,spring,broadcast,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.73,from dry wt to 15.5%,4,.,.,.,.,19.97,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,PCF,ESN,118,paper,0,0,62,56,0,0,at planting/sidedress,split,4/26/05,6/8/05,1/1/11,spring,broadcast,subsurface band,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.29,from dry wt to 15.5%,4,.,.,.,.,44.66,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,PCF,ESN,174,paper,0,0,90,84,0,0,at planting/sidedress,split,4/26/05,6/8/05,1/1/11,spring,broadcast,subsurface band,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.92,from dry wt to 15.5%,4,.,.,.,.,33.91,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,PCF,ESN,230,paper,0,0,118,112,0,0,at planting/sidedress,split,4/26/05,6/8/05,1/1/11,spring,broadcast,subsurface band,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.73,from dry wt to 15.5%,4,.,.,.,.,24.83,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,PCF,ESN,286,paper,0,0,146,140,0,0,at planting/sidedress,split,4/26/05,6/8/05,1/1/11,spring,broadcast,subsurface band,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.67,from dry wt to 15.5%,4,.,.,.,.,19.76,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,ammonium sulfate,none,ammonium sulfate,174,paper,0,0,174,0,0,0,at planting,single,4/26/05,1/1/11,1/1/11,spring,broadcast,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,10.60,from dry wt to 15.5%,4,.,.,.,.,26.32,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,ammonium sulfate,none,ammonium sulfate,230,paper,0,0,230,0,0,0,at planting,single,4/26/05,1/1/11,1/1/11,spring,broadcast,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.29,from dry wt to 15.5%,4,.,.,.,.,22.91,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,ammonium sulfate,DCD,ammonium sulfate+DCD,174,paper,0,0,174,0,0,0,at planting,single,4/26/05,1/1/11,1/1/11,spring,broadcast,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.10,from dry wt to 15.5%,4,.,.,.,.,29.2,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,ammonium sulfate,DCD,ammonium sulfate+DCD,230,paper,0,0,230,0,0,0,at planting,single,4/26/05,1/1/11,1/1/11,spring,broadcast,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.85,from dry wt to 15.5%,4,.,.,.,.,25.35,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,ammonium sulfate,none,ammonium sulfate,174,paper,0,0,6,168,0,0,sidedress,single,6/8/05,1/1/11,1/1/11,spring,subsurface band,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,10.98,from dry wt to 15.5%,4,.,.,.,.,28.51,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,ammonium sulfate,none,ammonium sulfate,230,paper,0,0,6,224,0,0,sidedress,single,6/8/05,1/1/11,1/1/11,spring,subsurface band,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.60,from dry wt to 15.5%,4,.,.,.,.,24.26,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,none,urea,174,paper,0,0,174,0,0,0,at planting,single,4/26/05,1/1/11,1/1/11,spring,broadcast,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,9.28,from dry wt to 15.5%,4,.,.,.,.,18.74,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,none,urea,230,paper,0,0,230,0,0,0,at planting,single,4/26/05,1/1/11,1/1/11,spring,broadcast,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,10.04,from dry wt to 15.5%,4,.,.,.,.,17.48,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,none,urea,174,paper,0,0,6,168,0,0,sidedress,single,6/8/05,1/1/11,1/1/11,spring,subsurface band,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.04,from dry wt to 15.5%,4,.,.,.,.,28.85,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,none,urea,230,paper,0,0,6,224,0,0,sidedress,single,6/8/05,1/1/11,1/1/11,spring,subsurface band,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.60,from dry wt to 15.5%,4,.,.,.,.,24.26,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Bundy 07,urea,none,urea,174,paper,0,0,6,168,0,0,sidedress,single,6/8/05,1/1/11,1/1/11,spring,subsurface band,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,10.85,from dry wt to 15.5%,4,.,.,.,.,27.76,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
